case:concept:name,concept:name,livecycle:type,time:timestamp,process_id,parent_case_id,correlation_id,attributes
case_000006,R,complete,2025-08-01 13:52:25.863527,Complex_Process,,02591c93-c92c-423b-8b24-706cb6262e66,{'duration_minutes': 4.43}
case_000006,A,complete,2025-08-01 13:56:19.245400,Complex_Process,,ab96cd39-3adc-4d17-b6cf-b9cf2891946f,{'duration_minutes': 1.03}
case_000006,Re,complete,2025-08-01 13:58:23.866683,Complex_Process,,1e12a11f-b086-4ef4-9f6b-abcb8e4516f0,{'duration_minutes': 4.23}
case_000006,A,complete,2025-08-01 14:03:29.815786,Complex_Process,,63d9dc56-75db-4673-b087-5b42d5ad7769,"{'duration_minutes': 8.19, 'out_of_order': True, 'delivery_delay_minutes': 19.79}"
case_000006,Ve,complete,2025-08-01 14:05:04.636584,Complex_Process,,5a707efa-cbaf-4d07-b755-953c812d6515,{'duration_minutes': 6.17}
case_000006,A,complete,2025-08-01 14:31:59.083238,Complex_Process,,f02eecdb-2ff5-4157-aa76-aa068679600d,{'duration_minutes': 2.19}
case_000006,U,complete,2025-08-01 14:31:59.681875,Complex_Process,,b21a67b3-bb58-4e73-8572-eed2fbcff0ea,{'duration_minutes': 5.3}
case_000006,M,complete,2025-08-01 14:33:48.860443,Complex_Process,,1d469c8d-120c-4810-8ebd-d93f9160bec9,{'duration_minutes': 9.07}
case_000006,A,complete,2025-08-01 14:34:58.420479,Complex_Process,,0b0f8099-118c-4877-99aa-1e87e2a23dd8,{'duration_minutes': 5.16}
case_000006,E,complete,2025-08-01 14:34:59.535592,Complex_Process,,c1f68d3a-9568-4545-a4f9-6f935406a30d,{'duration_minutes': 3.23}
case_000006,T,complete,2025-08-01 14:43:30.559174,Complex_Process,,6ee155fb-78ee-48aa-9003-33ef303cb448,{'duration_minutes': 3.08}
case_000006,E,complete,2025-08-01 14:44:28.519650,Complex_Process,,0a933350-bd78-49b8-9800-fe89dd783ba1,{'duration_minutes': 3.03}
case_000006,Se,complete,2025-08-01 14:44:58.039162,Complex_Process,,b8339e52-746b-4775-863a-3a68d0a27ddb,"{'duration_minutes': 8.62, 'out_of_order': True, 'delivery_delay_minutes': 12.13}"
case_000006,E,complete,2025-08-01 14:46:12.487555,Complex_Process,,7c0e6a4f-91f8-485a-8528-92125b5601ea,{'duration_minutes': 6.78}
case_000006,A,complete,2025-08-01 14:50:04.033591,Complex_Process,,115b0049-0fa9-4e56-9201-a1f7f5dc5e02,{'duration_minutes': 9.21}
case_000006,A,complete,2025-08-01 14:51:40.238746,Complex_Process,,b8a31544-1623-46dd-8a05-a7182a6e413c,{'duration_minutes': 9.93}
case_000006,Cr,complete,2025-08-01 15:04:48.818011,Complex_Process,,cfa6278b-2f5f-44aa-ad7a-8860ce78be7e,{'duration_minutes': 1.8}
case_000006,V,complete,2025-08-01 15:10:42.010922,Complex_Process,,aa69b012-40ac-451c-b501-3b953275e26d,{'duration_minutes': 8.94}
case_000006,C,complete,2025-08-01 15:17:01.996843,Complex_Process,,5ab64af7-e777-4668-b0df-fbeca98a954a,{'duration_minutes': 5.25}
case_000006,C,complete,2025-08-01 15:23:57.682135,Complex_Process,,b1235134-032d-44e5-af12-37525ef5525a,{'duration_minutes': 2.62}
case_000006,C,complete,2025-08-01 15:24:52.142323,Complex_Process,,a6b449eb-ef78-4f4d-b074-be70a004ab8f,{'duration_minutes': 4.1}
case_000006,C,complete,2025-08-01 15:28:15.860681,Complex_Process,,ccc02e1f-e2de-401c-b0de-e4ff77f9aa4d,"{'duration_minutes': 8.28, 'out_of_order': True, 'delivery_delay_minutes': 18.75}"
case_000007,Cr,complete,2025-08-01 13:12:45.275435,Complex_Process,,adbf8be5-1031-410a-8661-9fab5ab0964f,{'duration_minutes': 6.22}
case_000007,V,complete,2025-08-01 13:15:46.858488,Complex_Process,,171cea72-a2bf-400c-8133-18fc5c300556,{'duration_minutes': 5.14}
case_000007,R,complete,2025-08-01 13:16:45.564402,Complex_Process,,14cfd9bf-4b31-416a-a8ca-48cf98e6d992,{'duration_minutes': 6.74}
case_000007,C,complete,2025-08-01 13:19:54.996106,Complex_Process,,0669433c-b73e-4905-ada7-5c014ffa49bc,{'duration_minutes': 2.51}
case_000007,C,complete,2025-08-01 13:20:03.102861,Complex_Process,,30441471-9778-45b1-9d50-1c7ba1ef568d,{'duration_minutes': 3.58}
case_000007,C,complete,2025-08-01 13:21:58.416606,Complex_Process,,8d20e7a6-b082-4df1-96ca-061bc8f1640a,{'duration_minutes': 5.57}
case_000007,Ve,complete,2025-08-01 13:22:18.240759,Complex_Process,,5ba0dde3-41ec-47fb-bde3-0685699c78d5,"{'duration_minutes': 2.41, 'out_of_order': True, 'delivery_delay_minutes': -22.95}"
case_000007,Cr,complete,2025-08-01 13:23:09.009857,Complex_Process,,959ae822-0ae1-4455-9280-7708f9136156,{'duration_minutes': 2.69}
case_000007,C,complete,2025-08-01 13:23:16.648572,Complex_Process,,32cd491b-868a-4755-9c11-8e41fed421b0,{'duration_minutes': 5.56}
case_000007,E,complete,2025-08-01 13:25:29.098140,Complex_Process,,bf14d96f-70ea-4056-b792-86da0beece36,{'duration_minutes': 9.57}
case_000007,Re,complete,2025-08-01 13:25:59.460738,Complex_Process,,ab82ab81-25c4-450f-9874-6f1b1d443153,{'duration_minutes': 8.12}
case_000007,A,complete,2025-08-01 13:26:30.493677,Complex_Process,,f9cafa23-d9a8-42ec-9b9c-fa805714facd,{'duration_minutes': 4.98}
case_000007,A,complete,2025-08-01 13:28:55.203657,Complex_Process,,04050136-0515-49be-9f76-06cda206f4c5,"{'duration_minutes': 9.64, 'out_of_order': True, 'delivery_delay_minutes': 14.19}"
case_000007,R,complete,2025-08-01 13:32:37.169219,Complex_Process,,9739cacf-2f7a-4f27-a1c8-e5d2796c553f,{'duration_minutes': 5.18}
case_000007,E,complete,2025-08-01 13:46:19.707256,Complex_Process,,e399a2c4-ed5d-4cbc-8565-2df4c4866c4d,{'duration_minutes': 1.9}
case_000007,E,complete,2025-08-01 13:47:09.186619,Complex_Process,,8b7c8555-8146-4c2f-b637-352be467c353,"{'duration_minutes': 3.61, 'out_of_order': True, 'delivery_delay_minutes': -0.14}"
case_000007,T,complete,2025-08-01 13:49:20.887118,Complex_Process,,997efeff-d22e-4a0a-891c-9ca95c6bd1e6,{'duration_minutes': 4.87}
case_000007,A,complete,2025-08-01 13:51:23.270625,Complex_Process,,62c6033d-0d7b-4e72-aa58-89a4c833ab04,{'duration_minutes': 1.3}
case_000007,A,complete,2025-08-01 13:54:54.376239,Complex_Process,,2ab67b5e-c311-4344-bb42-860fe549f4a5,"{'duration_minutes': 8.85, 'out_of_order': True, 'delivery_delay_minutes': -23.31}"
case_000007,A,complete,2025-08-01 13:55:00.742681,Complex_Process,,953a48f4-5e78-425b-96ed-f0188e8328d9,{'duration_minutes': 3.94}
case_000007,E,complete,2025-08-01 13:56:22.486153,Complex_Process,,b08026e4-0b22-44fe-98a1-acacbbb79f14,{'duration_minutes': 6.59}
case_000007,U,complete,2025-08-01 13:56:28.183364,Complex_Process,,0019cefc-ce5b-4ef4-8b25-536a6d48dcd3,{'duration_minutes': 9.11}
case_000007,M,complete,2025-08-01 13:56:51.175651,Complex_Process,,1cb04616-3945-41e8-bfec-931770708da7,{'duration_minutes': 5.78}
case_000007,M,complete,2025-08-01 13:57:43.117716,Complex_Process,,20a17ed7-8080-4ebe-8fc5-d60ef721772c,{'duration_minutes': 9.2}
case_000007,A,complete,2025-08-01 13:58:13.088820,Complex_Process,,06d7c162-99ea-443c-94c6-ea7948b922c6,{'duration_minutes': 9.8}
case_000007,Se,complete,2025-08-01 13:58:24.531256,Complex_Process,,3650779d-06d1-4723-95c4-28100b040501,"{'duration_minutes': 8.76, 'out_of_order': True, 'delivery_delay_minutes': -25.99}"
case_000007,A,complete,2025-08-01 14:01:04.515168,Complex_Process,,6f10bd35-c8bb-4cb8-bd45-d7c569f428c3,{'duration_minutes': 8.96}
case_000008,P,complete,2025-08-01 13:22:25.868491,Simple_Process,,85cc524a-5bd2-4a6a-b7d8-b3e1de45de6b,{'duration_minutes': 1.05}
case_000008,E,complete,2025-08-01 13:26:36.828421,Simple_Process,,70989da2-f27b-4776-a3d6-d74435f70f58,{'duration_minutes': 3.15}
case_000008,V,complete,2025-08-01 13:30:49.133590,Simple_Process,,0183e675-0cca-4a1b-a9db-fc0273a76f97,{'duration_minutes': 3.19}
case_000008,V,complete,2025-08-01 13:34:51.568599,Simple_Process,,4dc89714-5b37-4090-a530-a60576c0f09e,{'duration_minutes': 3.07}
case_000008,A,complete,2025-08-01 13:40:50.331062,Simple_Process,,30b25bfb-c390-44c9-ac0e-fbfdaacf3c26,"{'duration_minutes': 5.97, 'out_of_order': True, 'delivery_delay_minutes': 26.58}"
case_000008,A,complete,2025-08-01 13:51:09.643766,Simple_Process,,06c8a0c1-ca58-43de-91db-843eda1d53b7,{'duration_minutes': 8.79}
case_000008,A,complete,2025-08-01 14:00:10.829933,Simple_Process,,6c9702ee-d99c-4165-8c80-981024441daa,{'duration_minutes': 7.27}
case_000008,A,complete,2025-08-01 14:06:17.102748,Simple_Process,,5f4cf3de-c2dc-4f4e-a6d5-9b01b65f643f,"{'duration_minutes': 8.49, 'out_of_order': True, 'delivery_delay_minutes': -21.79}"
case_000009,Ap,complete,2025-08-01 13:31:59.044826,Medium_Process,,c7134bd0-15a2-4fc6-8b71-0e5d54540692,{'duration_minutes': 1.84}
case_000009,E,complete,2025-08-01 13:44:45.081865,Medium_Process,,876df08f-c5cb-4f31-a1e0-422ed9a71329,{'duration_minutes': 8.51}
case_000009,V,complete,2025-08-01 13:57:39.143123,Medium_Process,,58a410dc-ffab-499f-b7bc-30855a72e8dc,{'duration_minutes': 7.98}
case_000009,M,complete,2025-08-01 14:00:06.249360,Medium_Process,,2c9fdae6-aa05-4d92-a887-57c8e20a3b42,{'duration_minutes': 8.74}
case_000009,U,complete,2025-08-01 14:06:54.141917,Medium_Process,,584ee2bf-fcc1-4705-ae91-75609205df15,"{'duration_minutes': 3.87, 'out_of_order': True, 'delivery_delay_minutes': 11.59}"
case_000009,S,complete,2025-08-01 14:13:55.224441,Medium_Process,,e8412542-7c43-427d-89fa-fbd2cc8074c0,{'duration_minutes': 5.77}
case_000009,Cr,complete,2025-08-01 14:22:44.407634,Medium_Process,,6d728c1b-b3db-45c3-b2c3-9b9d2147484e,{'duration_minutes': 3.02}
case_000009,U,complete,2025-08-01 14:23:00.068465,Medium_Process,,b7b5e9b0-a86e-43c7-804b-7c7fb5c75840,{'duration_minutes': 2.1}
case_000009,A,complete,2025-08-01 14:25:02.426718,Medium_Process,,0ef5ca03-33e2-4795-be9e-d39688ba7551,{'duration_minutes': 1.08}
case_000009,S,complete,2025-08-01 14:26:45.255997,Medium_Process,,51783f1d-edbd-40cc-82bb-9bd6d46603b0,{'duration_minutes': 6.04}
case_000009,S,complete,2025-08-01 14:29:21.158181,Medium_Process,,515ef962-3a34-496b-adf4-b6031de07df4,"{'duration_minutes': 4.61, 'out_of_order': True, 'delivery_delay_minutes': 26.01}"
case_000009,U,complete,2025-08-01 14:29:50.630304,Medium_Process,,29261547-c069-439e-aaa6-221f592bec57,{'duration_minutes': 3.76}
case_000009,U,complete,2025-08-01 14:29:51.020147,Medium_Process,,3ea0d533-f742-45ed-b4b3-ffe91029d2ee,{'duration_minutes': 4.24}
case_000009,U,complete,2025-08-01 14:33:26.664621,Medium_Process,,841cbcf4-e2c3-46b7-857a-d503479b601d,{'duration_minutes': 5.73}
case_000009,S,complete,2025-08-01 14:34:11.233146,Medium_Process,,b404e8a5-ac57-4c2e-8b2b-a8f79bcedaca,{'duration_minutes': 7.93}
case_000009,R,complete,2025-08-01 14:43:51.191944,Medium_Process,,de1cc442-7b70-46a2-8c8a-a5c500bf23fa,{'duration_minutes': 2.05}
case_000009,C,complete,2025-08-01 14:56:37.329275,Medium_Process,,6b19c70c-9d62-47c8-b430-0e3ed3bae4fc,{'duration_minutes': 6.72}
case_000009,C,complete,2025-08-01 15:06:33.945273,Medium_Process,,18cc70d7-8965-43f8-816f-3dac76a42c38,{'duration_minutes': 4.85}
case_000009,C,complete,2025-08-01 15:07:12.774942,Medium_Process,,a1d8d584-2b0f-4729-8658-4fb5f4ec8ad6,"{'duration_minutes': 4.86, 'out_of_order': True, 'delivery_delay_minutes': -21.86}"
case_000010,C,complete,2025-08-01 13:28:55.092069,Micro_Process,,0f1eef78-c660-403e-90e2-871ef713e68f,"{'duration_minutes': 5.43, 'out_of_order': True, 'delivery_delay_minutes': -8.21}"
case_000010,Re,complete,2025-08-01 13:31:22.286997,Micro_Process,,e73e4541-1e3b-452a-b014-33bb60ac814a,{'duration_minutes': 8.32}
case_000010,Re,complete,2025-08-01 13:42:14.523680,Micro_Process,,40b6ffa2-c60e-4c63-a13b-1a5bff0e21dc,"{'duration_minutes': 6.83, 'out_of_order': True, 'delivery_delay_minutes': 23.36}"
case_000010,Re,complete,2025-08-01 13:45:28.730067,Micro_Process,,9f8a7939-e934-432e-b175-f6ea66ee181a,{'duration_minutes': 8.78}
case_000011,Ap,complete,2025-08-01 13:49:51.938926,Medium_Process,,44cd7f43-677e-4a5c-bbfa-eb6bafe07a8d,{'duration_minutes': 3.09}
case_000011,U,complete,2025-08-01 13:55:51.995388,Medium_Process,,1726e0fe-cfec-43cb-be3c-87671dfaf063,{'duration_minutes': 1.4}
case_000011,E,complete,2025-08-01 14:00:41.156597,Medium_Process,,3a55ff3c-cd9c-4220-98e9-c00d6f4952e5,{'duration_minutes': 6.89}
case_000011,A,complete,2025-08-01 14:02:46.265605,Medium_Process,,b565a67c-44bc-4100-9c69-24926251d30c,{'duration_minutes': 2.69}
case_000011,M,complete,2025-08-01 14:03:01.390978,Medium_Process,,46fdf599-26cb-4cf4-af2f-d6a30a030304,{'duration_minutes': 1.47}
case_000011,V,complete,2025-08-01 14:04:26.245959,Medium_Process,,0fc36d50-ea0c-47d6-9b44-cf81deea7e8c,"{'duration_minutes': 1.75, 'out_of_order': True, 'delivery_delay_minutes': -2.74}"
case_000011,U,complete,2025-08-01 14:04:26.616962,Medium_Process,,e90ced31-af1b-45c1-aed5-ee8c8cac3624,{'duration_minutes': 4.86}
case_000011,U,complete,2025-08-01 14:07:19.249267,Medium_Process,,77f6dcc5-6d07-4d30-9fa8-00fa58b6793f,{'duration_minutes': 2.81}
case_000011,U,complete,2025-08-01 14:07:37.889186,Medium_Process,,89bd403b-d438-4646-b10f-162ee731d2a9,{'duration_minutes': 1.92}
case_000011,S,complete,2025-08-01 14:09:12.824541,Medium_Process,,3054758b-b960-4933-a642-878aeb25bb8c,{'duration_minutes': 5.9}
case_000011,C,complete,2025-08-01 14:09:57.838247,Medium_Process,,0860341e-7ce9-403b-a6db-fdcf3b360e9d,{'duration_minutes': 4.39}
case_000011,S,complete,2025-08-01 14:11:21.193414,Medium_Process,,e3356a3b-0b5b-496d-9d6d-45225aa5e3e4,{'duration_minutes': 5.67}
case_000011,S,complete,2025-08-01 14:12:45.009525,Medium_Process,,1c70d62a-6fd0-4dae-8672-d1685fba7f52,"{'duration_minutes': 8.3, 'out_of_order': True, 'delivery_delay_minutes': 14.91}"
case_000011,S,complete,2025-08-01 14:13:17.151272,Medium_Process,,1b3127bf-0daa-4d16-96b0-c0a8ad9360ca,{'duration_minutes': 6.53}
case_000011,S,complete,2025-08-01 14:13:26.886520,Medium_Process,,90f56676-1bfe-44e0-b329-cdba19da2c2c,"{'duration_minutes': 9.15, 'out_of_order': True, 'delivery_delay_minutes': -15.35}"
case_000011,C,complete,2025-08-01 14:18:33.642785,Medium_Process,,c2e8a73d-738d-423d-9a15-80a3a8587b2a,{'duration_minutes': 9.98}
case_000011,S,complete,2025-08-01 14:23:45.356318,Medium_Process,,6b41ae38-3dc9-4364-a9e4-77e84b63acc5,{'duration_minutes': 8.32}
case_000011,U,complete,2025-08-01 14:24:03.235386,Medium_Process,,4c7e315d-77d8-459d-9b1f-3da80acb4f48,{'duration_minutes': 1.46}
case_000011,Cr,complete,2025-08-01 14:29:23.456101,Medium_Process,,67b5a8f3-a039-40c0-ab38-f7946acc2263,{'duration_minutes': 8.37}
case_000011,U,complete,2025-08-01 14:30:51.206422,Medium_Process,,c834f1ac-0f88-48da-9d66-167acca3f8df,{'duration_minutes': 4.31}
case_000011,R,complete,2025-08-01 14:35:35.850964,Medium_Process,,7fba9f53-a9b2-484c-9dc3-5ca44ccaf709,"{'duration_minutes': 2.85, 'out_of_order': True, 'delivery_delay_minutes': -25.19}"
case_000011,U,complete,2025-08-01 14:38:40.200951,Medium_Process,,7141ff33-f2e9-4e47-9169-594190491e46,{'duration_minutes': 6.53}
case_000012,E,complete,2025-08-01 13:54:53.568814,Medium_Process,,7857d3d0-1d3b-4e3d-ba2d-36ea16f70f1d,{'duration_minutes': 7.71}
case_000012,Ap,complete,2025-08-01 13:56:08.110297,Medium_Process,,07853d67-d171-4b54-8e93-e11fcfa0df7c,{'duration_minutes': 1.46}
case_000012,V,complete,2025-08-01 14:02:37.696425,Medium_Process,,23d02893-58ec-4e2f-bedc-ea813ae4a1e9,"{'duration_minutes': 6.79, 'out_of_order': True, 'delivery_delay_minutes': 26.92}"
case_000012,M,complete,2025-08-01 14:07:16.906799,Medium_Process,,af0303a8-2c87-492d-98a2-d241c34c280a,{'duration_minutes': 8.63}
case_000012,U,complete,2025-08-01 14:36:57.836443,Medium_Process,,1068182f-d11c-4601-8032-1c6a005bba7f,{'duration_minutes': 3.13}
case_000012,S,complete,2025-08-01 14:49:50.280694,Medium_Process,,3238d30f-ca1a-49c1-ad5c-28d49bdd749b,{'duration_minutes': 4.45}
case_000012,U,complete,2025-08-01 14:51:44.713992,Medium_Process,,513d9f84-049d-4dfc-a8db-f46da8dc7ac2,{'duration_minutes': 9.05}
case_000012,U,complete,2025-08-01 14:53:31.214996,Medium_Process,,cb714b2f-9532-41c9-b9d3-c0be4db7fb14,{'duration_minutes': 9.09}
case_000012,U,complete,2025-08-01 14:53:51.587831,Medium_Process,,4f298e72-40d5-4449-abe9-01e76d0c2658,{'duration_minutes': 8.51}
case_000012,S,complete,2025-08-01 14:55:06.397367,Medium_Process,,cd4685fe-04bf-43dc-94fa-232dca5d4653,{'duration_minutes': 1.4}
case_000012,A,complete,2025-08-01 14:55:12.605462,Medium_Process,,66c3ec5c-2bdd-46f4-a3f5-588e503c3022,{'duration_minutes': 3.25}
case_000012,S,complete,2025-08-01 14:56:45.360111,Medium_Process,,3411fd7b-86ad-4c31-9e93-c8a2565e47a0,"{'duration_minutes': 7.11, 'out_of_order': True, 'delivery_delay_minutes': 24.99}"
case_000012,U,complete,2025-08-01 14:58:46.878779,Medium_Process,,0fd11089-339a-446e-910e-b20e786270b8,{'duration_minutes': 5.41}
case_000012,S,complete,2025-08-01 15:00:17.302390,Medium_Process,,0ecc715c-bcba-4b97-9b5e-a64b7f52ddd2,{'duration_minutes': 9.93}
case_000012,S,complete,2025-08-01 15:02:14.943801,Medium_Process,,a57c61e0-efdb-4250-a047-68f2a195a474,"{'duration_minutes': 2.49, 'out_of_order': True, 'delivery_delay_minutes': -15.84}"
case_000012,S,complete,2025-08-01 15:02:33.615322,Medium_Process,,03006a8b-40d5-4901-9f6d-2fca1f204989,{'duration_minutes': 1.15}
case_000012,Cr,complete,2025-08-01 15:02:41.647593,Medium_Process,,d5e28830-1a55-43d6-b142-33b9fcbb4c7d,{'duration_minutes': 4.3}
case_000012,U,complete,2025-08-01 15:05:12.864275,Medium_Process,,c8d4dc33-abe0-4950-9e01-ae39f2de97a3,{'duration_minutes': 5.09}
case_000012,A,complete,2025-08-01 15:08:53.423287,Medium_Process,,16df4b2f-1393-46e0-8e8d-2938a7da0065,{'duration_minutes': 8.46}
case_000012,S,complete,2025-08-01 15:14:38.589494,Medium_Process,,93bef4e0-4e22-433f-85e3-866e0c16ae24,"{'duration_minutes': 7.93, 'out_of_order': True, 'delivery_delay_minutes': -23.35}"
case_000012,C,complete,2025-08-01 15:16:49.402492,Medium_Process,,a856c2ec-b609-4e52-a627-eab803516d3d,{'duration_minutes': 1.78}
case_000012,R,complete,2025-08-01 15:18:07.044527,Medium_Process,,336342e5-79b1-498c-869d-75d5b721920d,{'duration_minutes': 1.94}
case_000012,C,complete,2025-08-01 15:28:44.126398,Medium_Process,,6b93cdc0-a9a9-4a31-9da6-a4c160d4f82e,"{'duration_minutes': 4.07, 'out_of_order': True, 'delivery_delay_minutes': 16.33}"
case_000012,C,complete,2025-08-01 15:33:04.166056,Medium_Process,,2a6b26c5-a3ae-4f2a-a323-18e5e2cb26ca,{'duration_minutes': 7.61}
case_000013,P,complete,2025-08-01 14:04:43.604165,Simple_Process,,5ae62ae5-9b2a-4f15-90fc-ebe474a3d27c,{'duration_minutes': 3.92}
case_000013,E,complete,2025-08-01 14:08:38.316570,Simple_Process,,5ecdd992-254a-4e3d-9c50-670c7fa5340c,{'duration_minutes': 1.68}
case_000013,V,complete,2025-08-01 14:15:08.207683,Simple_Process,,1fce58f8-31e5-4793-b595-24dfe6ed7726,{'duration_minutes': 1.73}
case_000013,V,complete,2025-08-01 14:19:23.877597,Simple_Process,,d0fcc753-5b6f-44bc-9f69-d0eca0ef31fd,{'duration_minutes': 9.75}
case_000013,A,complete,2025-08-01 14:23:42.541343,Simple_Process,,cbba58f5-c4d6-4580-a285-3c0a487758d2,{'duration_minutes': 5.79}
case_000013,A,complete,2025-08-01 14:35:42.280312,Simple_Process,,53a3b9ea-1bf1-4f3d-851a-1b45659c8fee,{'duration_minutes': 5.04}
case_000013,A,complete,2025-08-01 14:41:58.637906,Simple_Process,,488236f5-84e7-4688-80b0-a7de678f25b9,{'duration_minutes': 3.55}
case_000014,Ap,complete,2025-08-01 14:05:28.040406,Medium_Process,,ca5d18d0-43a3-43e8-93e1-946e2fd3c31c,{'duration_minutes': 2.24}
case_000014,E,complete,2025-08-01 14:16:28.247064,Medium_Process,,21436bcf-c93d-4b40-a596-c66ccedee876,{'duration_minutes': 5.66}
case_000014,M,complete,2025-08-01 14:26:50.544618,Medium_Process,,72478cc9-94e5-4e15-b59f-0b2588c79934,{'duration_minutes': 9.38}
case_000014,V,complete,2025-08-01 14:29:48.974622,Medium_Process,,82068883-0b91-4044-98bb-85cf9db54f66,"{'duration_minutes': 7.27, 'out_of_order': True, 'delivery_delay_minutes': 6.25}"
case_000014,S,complete,2025-08-01 14:38:37.273998,Medium_Process,,1b054534-1e23-4c45-ba52-4b4d12b8579a,{'duration_minutes': 2.83}
case_000014,U,complete,2025-08-01 14:49:38.694172,Medium_Process,,1c1db532-940e-48b1-912d-b123146baa25,{'duration_minutes': 8.34}
