case:concept:name,concept:name,livecycle:type,time:timestamp,process_id,parent_case_id,correlation_id,attributes
case_000002,Update_Item_05_Option_C,start,2025-07-28T17:56:09.391394,Medium_Process,,1fdbdf57-4ec7-432e-b897-7c2266225ceb,"{'temporal_delay_minutes': 5.65, 'concurrent_activities_in_case': 4, 'out_of_order': True, 'delivery_delay_minutes': 1.9}"
case_000002,Create_Item_10,complete,2025-07-28T17:58:22.646268,Medium_Process,,9435f701-3772-4542-a57f-996c352ab162,{'duration_minutes': 3.77}
case_000002,Submit_Account_04_Option_C,complete,2025-07-28T17:58:43.817828,Medium_Process,,637ed8f3-9cad-49e0-8f59-432036c288e4,{'duration_minutes': 6.73}
case_000002,Update_Item_05_Option_C,start,2025-07-28T17:58:54.645052,Medium_Process,,cf8741d7-a2ca-4f7e-84eb-a2512df0b630,"{'temporal_delay_minutes': 7.5, 'concurrent_activities_in_case': 5}"
case_000002,Submit_Account_04_Option_C,complete,2025-07-28T17:59:21.619973,Medium_Process,,39b83320-8d18-4458-941d-cf0366fe6dbb,{'duration_minutes': 8.93}
case_000003,Review_Order_03,start,2025-07-28T17:59:53.123723,Complex_Process,,aa0bb2d8-b6ba-4170-ac76-9d0621e2dc84,"{'temporal_delay_minutes': 3.07, 'concurrent_activities_in_case': 0}"
case_000002,Update_Item_05,complete,2025-07-28T18:00:23.366659,Medium_Process,,01290f7b-a3ca-4972-ac28-8a86a6f8dd32,{'duration_minutes': 9.45}
case_000002,Analyze_Profile_08,complete,2025-07-28T18:00:34.896507,Medium_Process,,01b9b832-52e7-4c20-b207-1eaf5765e42c,{'duration_minutes': 7.67}
case_000002,Review_Transaction_11,start,2025-07-28T18:01:25.920615,Medium_Process,,d4826057-06f8-4193-900a-5be4f0f74fe4,"{'temporal_delay_minutes': 2.7, 'concurrent_activities_in_case': 3}"
case_000002,Analyze_Profile_08,complete,2025-07-28T18:02:40.497021,Medium_Process,,84b7067d-7dfd-4cf3-a00b-6fede3a89837,{'duration_minutes': 9.14}
case_000002,Create_Item_10,complete,2025-07-28T18:02:41.335437,Medium_Process,,672e77d7-4e3f-4f25-9ba5-c94e2ef56597,{'duration_minutes': 8.51}
case_000002,Review_Transaction_11,complete,2025-07-28T18:02:46.579502,Medium_Process,,8a4982ec-b260-4335-9652-351328de498e,{'duration_minutes': 1.34}
case_000002,Create_Item_10,complete,2025-07-28T18:02:50.706461,Medium_Process,,9745cda6-debe-47c1-a5d5-c2226a697c83,{'duration_minutes': 8.17}
case_000002,Review_Transaction_11,start,2025-07-28T18:03:07.260708,Medium_Process,,1e50524b-da2c-48c8-86ef-ce66c34e6e7a,"{'temporal_delay_minutes': 3.76, 'concurrent_activities_in_case': 3}"
case_000003,Review_Order_03,complete,2025-07-28T18:03:23.851219,Complex_Process,,d91f1fc9-65a6-439f-bec8-480050eeee51,{'duration_minutes': 3.51}
case_000002,Check_Invoice_09,start,2025-07-28T18:04:53.841699,Medium_Process,,7c090c6a-2f51-4eca-a13c-2e2f1c8c2c71,"{'temporal_delay_minutes': 2.05, 'concurrent_activities_in_case': 1}"
case_000002,Check_Invoice_09,start,2025-07-28T18:04:54.702318,Medium_Process,,f8a64421-eddb-47ea-b75d-6f36941adc8c,"{'temporal_delay_minutes': 2.22, 'concurrent_activities_in_case': 2}"
case_000002,Create_Item_10,complete,2025-07-28T18:04:56.080900,Medium_Process,,feb28a3a-6708-40c5-a5b6-98188f348f54,{'duration_minutes': 9.09}
case_000003,Analyze_Request_14,start,2025-07-28T18:05:24.910520,Complex_Process,,ec84a263-993a-48a2-afc9-55051f36f17f,"{'temporal_delay_minutes': 2.02, 'concurrent_activities_in_case': 0}"
case_000002,Review_Transaction_11,start,2025-07-28T18:05:39.310279,Medium_Process,,16ed16b2-7626-43a4-a926-f0496883e94d,"{'temporal_delay_minutes': 7.28, 'concurrent_activities_in_case': 4}"
case_000002,Update_Item_05_Option_A,complete,2025-07-28T18:05:46.809676,Medium_Process,,e43d98de-a7b8-44b9-bf84-db176bac9037,{'duration_minutes': 8.3}
case_000002,Submit_Account_04_Option_C,complete,2025-07-28T18:06:01.881245,Medium_Process,,e0cafad7-5efb-48db-a9a6-33ef792a7319,{'duration_minutes': 8.78}
case_000002,Update_Item_05_Option_C,complete,2025-07-28T18:06:16.755858,Medium_Process,,a3061972-de74-4254-9d8e-e41d5805e1ad,{'duration_minutes': 8.22}
case_000002,Check_Invoice_09,start,2025-07-28T18:06:19.280017,Medium_Process,,fea60b70-7214-4093-b110-870c74be365d,"{'temporal_delay_minutes': 3.65, 'concurrent_activities_in_case': 2}"
case_000002,Update_Item_05_Option_C,complete,2025-07-28T18:07:17.734698,Medium_Process,,57fbeb74-68ac-45b2-a178-e3a7f648b56d,{'duration_minutes': 8.38}
case_000003,Verify_Item_04,start,2025-07-28T18:08:34.741623,Complex_Process,,c63030d8-766d-4d65-b9c0-3c372f29f9e1,"{'temporal_delay_minutes': 5.18, 'concurrent_activities_in_case': 0}"
case_000002,Check_Invoice_09,complete,2025-07-28T18:08:38.794791,Medium_Process,,5bcecb84-0ad3-47f1-8813-44f1d07be818,{'duration_minutes': 3.73}
case_000002,Check_Invoice_09,complete,2025-07-28T18:08:38.851157,Medium_Process,,6b1a2beb-7c8f-4438-9d22-d0421cce5bed,{'duration_minutes': 2.33}
case_000003,Receive_Report_08,start,2025-07-28T18:08:46.855701,Complex_Process,,ea5fe3c7-55f5-4e88-88b1-cafdcdb51e93,"{'temporal_delay_minutes': 5.38, 'concurrent_activities_in_case': 0}"
case_000002,Check_Invoice_09,start,2025-07-28T18:09:32.902515,Medium_Process,,4fb0981f-5d7f-4872-b00d-3fa2efbf30ef,"{'temporal_delay_minutes': 6.77, 'concurrent_activities_in_case': 1}"
case_000003,Analyze_Record_05,start,2025-07-28T18:10:07.909934,Complex_Process,,de74cbda-8d5a-4d0f-ba1f-70b0b5871e46,"{'temporal_delay_minutes': 6.73, 'concurrent_activities_in_case': 0}"
case_000003,Analyze_Request_14,complete,2025-07-28T18:10:23.676812,Complex_Process,,0fabe5f6-6652-4977-a25d-8f821c81347e,{'duration_minutes': 4.98}
case_000002,Check_Invoice_09,complete,2025-07-28T18:11:00.020443,Medium_Process,,59292a86-42b9-4889-9663-ba770861e9e9,{'duration_minutes': 1.45}
case_000002,Check_Invoice_09,complete,2025-07-28T18:11:26.219754,Medium_Process,,a466a60e-2cae-42c9-ad2c-8839dd0827fb,{'duration_minutes': 6.54}
case_000003,Receive_Report_08,complete,2025-07-28T18:11:45.029915,Complex_Process,,b50627e1-fd7f-4426-9e65-45dd1154896b,{'duration_minutes': 2.97}
case_000002,Review_Transaction_11,complete,2025-07-28T18:12:24.476970,Medium_Process,,7c48c31f-ca51-4535-b3cd-c4df21095488,{'duration_minutes': 9.29}
case_000002,Review_Transaction_11,complete,2025-07-28T18:12:35.089681,Medium_Process,,7e086e35-d87e-467f-8ed2-575e094b4a3b,{'duration_minutes': 6.93}
case_000002,Check_Profile_12,start,2025-07-28T18:13:06.905001,Medium_Process,,fb158b31-ccaf-4d78-afc4-4cdb2aee592f,"{'temporal_delay_minutes': 4.47, 'concurrent_activities_in_case': 1}"
case_000003,Verify_Item_04,complete,2025-07-28T18:13:18.539769,Complex_Process,,81b946ea-0a33-4c13-8edb-2a127cb5492d,{'duration_minutes': 4.73}
case_000003,Monitor_Report_09,start,2025-07-28T18:14:22.032300,Complex_Process,,c7606c43-d6cd-4e24-bb93-1cb8a586f7ae,"{'temporal_delay_minutes': 1.06, 'concurrent_activities_in_case': 1}"
case_000002,Check_Profile_12,start,2025-07-28T18:14:23.336562,Medium_Process,,a3aa7652-f9a6-462b-815e-61df0d5ea3bf,"{'temporal_delay_minutes': 5.74, 'concurrent_activities_in_case': 1}"
case_000002,Check_Profile_12,start,2025-07-28T18:14:37.111272,Medium_Process,,870990c4-e773-4a62-80bd-82333125b9b5,"{'temporal_delay_minutes': 2.03, 'concurrent_activities_in_case': 0}"
case_000003,Analyze_Request_14_Option_A,start,2025-07-28T18:14:39.188427,Complex_Process,,e7e49858-889c-4806-88c6-a5b1c2a2beda,"{'temporal_delay_minutes': 2.9, 'concurrent_activities_in_case': 2}"
case_000002,Check_Profile_12,start,2025-07-28T18:14:40.916234,Medium_Process,,edeb33ab-8496-47c5-9c7a-0da61d4481f5,"{'temporal_delay_minutes': 2.27, 'concurrent_activities_in_case': 0}"
case_000003,Analyze_Record_05,complete,2025-07-28T18:15:14.399320,Complex_Process,,1d3f213c-8996-42c8-8080-7b1f40b824c7,{'duration_minutes': 5.11}
case_000003,Analyze_Request_14_Option_A,complete,2025-07-28T18:15:54.861830,Complex_Process,,38794fc0-3ea2-491e-a90a-225ac6e7e4bf,{'duration_minutes': 1.26}
case_000002,Check_Profile_12,start,2025-07-28T18:15:55.969683,Medium_Process,,ff9032a5-f001-4a59-9565-2610cf8a7c20,"{'temporal_delay_minutes': 4.93, 'concurrent_activities_in_case': 1}"
case_000002,Check_Profile_12,complete,2025-07-28T18:17:10.604788,Medium_Process,,7a3b76ce-94a0-4104-9dfe-b9563024e7ef,{'duration_minutes': 1.24}
case_000002,Check_Profile_12,start,2025-07-28T18:17:25.584722,Medium_Process,,eb40ea49-c21c-4dde-ae70-fbbc883ffadd,"{'temporal_delay_minutes': 5.99, 'concurrent_activities_in_case': 1}"
case_000003,Analyze_Request_14_Option_B,start,2025-07-28T18:17:43.629655,Complex_Process,,9b2fcb91-4682-45e1-bdfe-50b3014002b1,"{'temporal_delay_minutes': 5.98, 'concurrent_activities_in_case': 2}"
case_000002,Check_Profile_12,complete,2025-07-28T18:17:50.933665,Medium_Process,,f6d9d370-9204-4c95-9292-76b5131849f2,{'duration_minutes': 4.73}
case_000003,Monitor_Report_09,complete,2025-07-28T18:18:03.283132,Complex_Process,,513c586a-a332-4287-b153-936caedf21a7,{'duration_minutes': 3.69}
case_000003,Analyze_Request_14_Option_C,start,2025-07-28T18:18:51.215366,Complex_Process,,7bd8093a-8c24-4386-bb6b-89038698e23b,"{'temporal_delay_minutes': 7.1, 'concurrent_activities_in_case': 2}"
case_000003,Analyze_Request_14_Option_B,start,2025-07-28T18:18:52.325278,Complex_Process,,395bab42-f58d-4650-b2ca-785e15846664,"{'temporal_delay_minutes': 5.56, 'concurrent_activities_in_case': 1}"
case_000004,Check_Invoice_01,start,2025-07-28T18:19:08.990008,Micro_Process,,b0623cd3-0d60-4971-baf0-769580041c1a,"{'temporal_delay_minutes': 1.97, 'concurrent_activities_in_case': 0}"
case_000003,Send_Profile_11,start,2025-07-28T18:19:22.596738,Complex_Process,,536b7723-d474-4edd-a8a6-89292334b4ef,"{'temporal_delay_minutes': 1.32, 'concurrent_activities_in_case': 1}"
case_000003,Analyze_Request_14_Option_C,start,2025-07-28T18:20:26.660514,Complex_Process,,26e41a0f-f589-4022-afce-2ac163b64e12,"{'temporal_delay_minutes': 7.14, 'concurrent_activities_in_case': 1}"
case_000003,Execute_Item_10,start,2025-07-28T18:20:46.255105,Complex_Process,,8ac4fae8-e3f6-4a48-bdb3-2acc8377bc01,"{'temporal_delay_minutes': 2.72, 'concurrent_activities_in_case': 1}"
case_000003,Analyze_Request_14_Option_A,start,2025-07-28T18:20:57.324877,Complex_Process,,5772c94e-08d0-4d94-9fd7-682882ca47f6,"{'temporal_delay_minutes': 7.65, 'concurrent_activities_in_case': 1}"
case_000003,Analyze_Request_14_Option_B,complete,2025-07-28T18:21:13.888227,Complex_Process,,1efca22a-8bf0-465e-bdff-46d463990cd0,{'duration_minutes': 3.5}
case_000003,Analyze_Request_14_Option_C,complete,2025-07-28T18:21:38.870134,Complex_Process,,cbececc3-fba7-42b8-97c8-1372925ff427,{'duration_minutes': 2.79}
case_000002,Check_Profile_12,complete,2025-07-28T18:22:11.974178,Medium_Process,,24792978-c9cb-4957-98f2-db31b17a9655,{'duration_minutes': 7.52}
case_000003,Update_Record_06,start,2025-07-28T18:22:45.852254,Complex_Process,,31d25704-a5b6-4d11-90ea-e9bd12c3bdcd,"{'temporal_delay_minutes': 4.71, 'concurrent_activities_in_case': 1}"
case_000002,Check_Profile_12,complete,2025-07-28T18:22:54.630044,Medium_Process,,00c0a07d-9ccc-491b-9b66-9bb1944f9040,{'duration_minutes': 8.52}
case_000003,Analyze_Request_14_Option_C,complete,2025-07-28T18:22:55.094051,Complex_Process,,16f56ac3-9eaa-4f94-ba06-6c3f03d17018,{'duration_minutes': 2.47}
case_000002,Check_Profile_12,complete,2025-07-28T18:23:41.929400,Medium_Process,,f1b7f9f3-0084-4c4a-81ab-7215ab4bce8f,{'duration_minutes': 9.08}
case_000003,Analyze_Request_14_Option_A,complete,2025-07-28T18:23:44.422957,Complex_Process,,df56b038-9134-4911-875e-5589ae8d6d97,{'duration_minutes': 2.78}
case_000003,Analyze_Request_14_Option_B,complete,2025-07-28T18:24:08.048251,Complex_Process,,b5c4e6be-420e-4a5b-9390-3e9d851d6e8d,{'duration_minutes': 5.26}
case_000004,Check_Invoice_01,complete,2025-07-28T18:24:20.108359,Micro_Process,,44a7aad4-c31f-43cc-824c-404815a0471c,{'duration_minutes': 5.19}
case_000003,Send_Profile_11,complete,2025-07-28T18:25:50.510385,Complex_Process,,fc98a905-b258-44c7-bc90-8c941dc33fec,{'duration_minutes': 6.47}
case_000003,Analyze_Request_14_Option_C,start,2025-07-28T18:26:42.523935,Complex_Process,,274649be-2c28-4d67-be8f-160e67b8a515,"{'temporal_delay_minutes': 8.65, 'concurrent_activities_in_case': 1}"
case_000003,Execute_Item_10,complete,2025-07-28T18:26:57.185338,Complex_Process,,451cd467-a126-40d4-b947-a98b6c15600a,{'duration_minutes': 6.18}
case_000003,Update_Record_06,complete,2025-07-28T18:27:37.176381,Complex_Process,,0f9ae7a6-76be-4346-86b1-270c99729217,{'duration_minutes': 4.86}
case_000003,Update_Record_06,start,2025-07-28T18:27:46.724026,Complex_Process,,bec777c1-f059-4f06-8c0f-e7e6e50c7af2,"{'temporal_delay_minutes': 6.55, 'concurrent_activities_in_case': 4}"
case_000004,Report_File_02,start,2025-07-28T18:28:36.437426,Micro_Process,,6f539399-daee-4fa6-a36d-ee58f96f7bb8,"{'temporal_delay_minutes': 4.27, 'concurrent_activities_in_case': 0}"
case_000003,Update_Record_06,start,2025-07-28T18:28:59.836561,Complex_Process,,5fe5839c-cb5b-443e-9b5f-fd606901ab99,"{'temporal_delay_minutes': 7.35, 'concurrent_activities_in_case': 3}"
case_000003,Validate_Message_13,start,2025-07-28T18:29:50.495990,Complex_Process,,bb58faad-6607-410d-9e10-8974bd35d6fa,"{'temporal_delay_minutes': 2.89, 'concurrent_activities_in_case': 2}"
case_000003,Execute_Item_10_Option_B,start,2025-07-28T18:30:04.029803,Complex_Process,,aa03ebd7-f85c-40bc-85c4-c017e868a93b,"{'temporal_delay_minutes': 2.45, 'concurrent_activities_in_case': 1}"
case_000003,Create_File_12,start,2025-07-28T18:30:06.744467,Complex_Process,,1f9f95f6-b9c3-43bc-b053-d8fd8c8c11c6,"{'temporal_delay_minutes': 3.16, 'concurrent_activities_in_case': 2}"
case_000003,Transform_Profile_07,start,2025-07-28T18:30:36.735652,Complex_Process,,d852ae22-9f1b-42cc-a11f-c0059df6f889,"{'temporal_delay_minutes': 2.99, 'concurrent_activities_in_case': 1}"
case_000004,Report_File_02,complete,2025-07-28T18:33:38.451683,Micro_Process,,d13a9104-88b3-41ed-950f-314f93369d99,"{'duration_minutes': 5.03, 'out_of_order': True, 'delivery_delay_minutes': -1.23}"
case_000003,Execute_Item_10_Option_A,start,2025-07-28T18:32:28.125648,Complex_Process,,eda58938-018a-496b-a1bb-842334b817c7,"{'temporal_delay_minutes': 4.85, 'concurrent_activities_in_case': 1}"
case_000003,Update_Record_06,complete,2025-07-28T18:32:45.187817,Complex_Process,,01823709-428c-4dad-84b9-0384d99746b1,{'duration_minutes': 3.76}
case_000003,Create_File_12,start,2025-07-28T18:33:01.290821,Complex_Process,,6215d2d8-032a-46b3-8b04-271f0b4002c3,"{'temporal_delay_minutes': 5.4, 'concurrent_activities_in_case': 1}"
case_000003,Execute_Item_10_Option_A,start,2025-07-28T18:33:15.924935,Complex_Process,,a4712c1a-20ef-40d8-a3c3-315aa8ea06c1,"{'temporal_delay_minutes': 6.31, 'concurrent_activities_in_case': 2}"
case_000003,Transform_Profile_07,complete,2025-07-28T18:33:20.167777,Complex_Process,,d4179a7f-858e-444e-bce8-bf4774407121,{'duration_minutes': 2.72}
case_000003,Validate_Message_13,start,2025-07-28T18:33:20.907715,Complex_Process,,3c829528-8e12-4e83-a60d-e8b07960d2fa,"{'temporal_delay_minutes': 5.73, 'concurrent_activities_in_case': 1}"
case_000003,Create_File_12,complete,2025-07-28T18:34:56.688150,Complex_Process,,15ff33b8-2df8-403a-9b53-f1eb50243f40,"{'duration_minutes': 1.92, 'out_of_order': True, 'delivery_delay_minutes': -1.29}"
case_000003,Execute_Item_10_Option_B,start,2025-07-28T18:33:55.916811,Complex_Process,,d295c543-b005-4ff0-8875-1f8ad7abb131,"{'temporal_delay_minutes': 6.98, 'concurrent_activities_in_case': 2}"
case_000003,Validate_Message_13,complete,2025-07-28T18:33:56.124983,Complex_Process,,d1a576ef-e9fb-4dc8-9fbb-7bf6c2e8526c,{'duration_minutes': 4.09}
case_000004,Report_File_02_Option_B,start,2025-07-28T18:34:49.558732,Micro_Process,,085c1e8f-b3c3-42bb-a46b-0c8060284287,"{'temporal_delay_minutes': 2.42, 'concurrent_activities_in_case': 0}"
case_000003,Update_Record_06,complete,2025-07-28T18:35:36.132939,Complex_Process,,99a2f552-d90c-4dc3-b844-412042662e50,{'duration_minutes': 7.82}
