index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
2700 - 2800,0.5657924312381573,0.017897091722595078,0.025040064102564104,0.0,0.75
2800 - 2900,0.4307325270128159,0.05037440435670524,0.07760942760942761,0.0,0.8333333333333334
2900 - 3000,0.43287121906194914,0.05977382875605816,0.07597680097680096,0.0,1.0
3000 - 3100,0.4197636047310248,0.0377787892580792,0.05697930770254782,0.0,1.0
3100 - 3200,0.36201586528433904,0.08751608751608751,0.14467096595243048,0.0,0.875
3200 - 3300,0.5637924743042952,0.01574569221628045,0.05114083398898505,0.0,0.5
3300 - 3400,0.38120532085036196,0.06802189210320563,0.10168527708850289,0.0,1.0
3400 - 3500,0.7282790767307751,0.023545706371191136,0.0494457408743123,0.0,1.0
3500 - 3600,0.4925885287108723,0.030671859785783837,0.055797101449275355,0.0,0.8333333333333334
3600 - 3700,0.4704732310374685,0.044642857142857144,0.06059565018924625,0.0,0.8
3700 - 3800,0.36439654427929086,0.07118055555555555,0.13541666666666666,0.0,0.7272727272727273
3800 - 3900,0.34179933402020557,0.058431952662721894,0.11836449602407048,0.0,0.875
3900 - 4000,0.449400985516925,0.029906542056074768,0.095631448347917,0.0,0.8333333333333334
4000 - 4100,0.4473719034165726,0.0506155950752394,0.0804421768707483,0.0,1.0
4100 - 4200,0.4164725157704376,0.023706045041485577,0.038445638693675066,0.0,1.0
4200 - 4300,0.6308289462456486,0.020016680567139282,0.04712281182869418,0.0,0.8333333333333334
4300 - 4400,0.33948767697219473,0.056018168054504165,0.09927478629524669,0.0,1.0
4400 - 4500,0.48284169081788886,0.042538825118163405,0.08377726030601722,0.0,0.8
4500 - 4600,0.4545085537266334,0.041312959818902095,0.05802224937951194,0.0,1.0
4600 - 4700,0.3324102890311665,0.03651300775901415,0.06457417869847248,0.0,1.0
4700 - 4800,0.47223381516198837,0.04731679169070975,0.08344988344988344,0.0,1.0
4800 - 4900,0.49274580547944163,0.023415421881308032,0.07385293528351033,0.0,0.8
4900 - 5000,0.4230359619748707,0.07632743362831858,0.10555555555555556,0.0,0.875
5000 - 5100,0.31817422140355084,0.053487152595700055,0.07727189864187402,0.0,1.0
5100 - 5200,0.36897213781628413,0.021401449775629963,0.03720439189189189,0.0,1.0
5200 - 5300,0.44473943687943057,0.03930712858094604,0.0685053228021978,0.0,1.0
5300 - 5400,0.37004096455773333,0.05225225225225225,0.08459967320261437,0.0,1.0
5400 - 5500,0.4437131229222543,0.032240133407448586,0.048587421604829734,0.0,1.0
5500 - 5600,0.3623093430979449,0.05435385468663339,0.1063034188034188,0.0,1.0
5600 - 5700,0.5009309694225841,0.056016597510373446,0.10941826873199421,0.0,0.875
5700 - 5800,0.31182021174722846,0.04290220820189274,0.0855072463768116,0.0,0.875
5800 - 5900,0.4787932843528746,0.041718555417185554,0.06057971014492753,0.0,1.0
5900 - 6000,0.5315812565317719,0.05650224215246637,0.10570735570735572,0.0,1.0
6000 - 6100,0.503764097664845,0.08158508158508158,0.1031985171691054,0.0,1.0
6100 - 6200,0.716451757758726,0.016927634363097757,0.029769752330727945,0.0,1.0
6200 - 6300,0.5274177359679114,0.031226765799256505,0.058165189850894986,0.0,0.7142857142857143
6300 - 6400,0.4140425301328218,0.047716428084526245,0.07260614272809396,0.0,1.0
6400 - 6500,0.4734944281361268,0.020684168655529037,0.029875935048348838,0.0,1.0
6500 - 6600,0.5201804748434622,0.05730659025787966,0.08033033033033032,0.0,1.0
6600 - 6700,0.4367635590707075,0.01903052064631957,0.05622534977373688,0.0,1.0
6700 - 6800,0.5250352690315802,0.0669260700389105,0.1150030525030525,0.0,1.0
6800 - 6900,0.32995754823865203,0.07136322049405307,0.12263966192537619,0.0,0.8571428571428571
6900 - 7000,0.5687481303862096,0.04517326732673267,0.09281074455840013,0.0,1.0
7000 - 7100,0.3050576583289149,0.06598680263947211,0.07613952875639866,0.0,1.0
7100 - 7200,0.43556316754770497,0.03772418058132344,0.0833715135439273,0.0,1.0
7200 - 7300,0.5647033125640614,0.048760330578512395,0.06676190476190476,0.0,0.7142857142857143
7300 - 7400,0.6352075545003126,0.05243161094224924,0.051462791594370554,0.0,0.5714285714285714
7400 - 7500,0.5406475373459144,0.04155374887082204,0.07848215588965114,0.0,1.0
7500 - 7600,0.4564462725158948,0.042318840579710144,0.08842857142857144,0.0,1.0
7600 - 7700,0.5003888343755629,0.047619047619047616,0.08135789331441508,0.0,0.8
7700 - 7800,0.3184360520230169,0.06336633663366337,0.09696215699505173,0.0,1.0
7800 - 7900,0.4413050475366687,0.059679037111334,0.07723874904652936,0.0,1.0
7900 - 8000,0.43637697320319585,0.07179487179487179,0.11850183150183151,0.0,1.0
8000 - 8100,0.45342053973699387,0.04896907216494845,0.07182400932400931,0.0,0.625
8100 - 8200,0.4858998617820068,0.04673913043478261,0.06614339941625863,0.0,0.8
8200 - 8300,0.6309766206937143,0.03878474466709761,0.06276174306734579,0.0,1.0
8300 - 8400,0.4597309616302387,0.049484536082474224,0.07751623376623376,0.0,0.6666666666666666
8400 - 8500,0.4254273438602058,0.021505376344086023,0.04164596787547607,0.0,1.0
8500 - 8600,0.5647397077789842,0.055639097744360905,0.07994125362546416,0.0,1.0
8600 - 8700,0.5929483754182562,0.026143790849673203,0.040506702017970235,0.0,1.0
8700 - 8800,0.5616657521631353,0.05143191116306254,0.06815683718909525,0.0,1.0
8800 - 8900,0.4036267000289476,0.03774834437086093,0.07622863247863247,0.0,0.875
8900 - 9000,0.40498160816611684,0.07410881801125703,0.09943933381433383,0.0,1.0
9000 - 9100,0.4714501124288911,0.04879725085910653,0.08697552447552447,0.0,1.0
9100 - 9200,0.2795007768172802,0.0686427457098284,0.094906601693932,0.0,1.0
9200 - 9300,0.3604645962227081,0.043896572459410706,0.08316296397255916,0.0,1.0
9300 - 9400,0.5007535227386142,0.036780383795309166,0.05406060606060606,0.0,1.0
9400 - 9500,0.5297782129456662,0.032486709982279975,0.0670507608922243,0.0,1.0
9500 - 9600,0.5255395484203077,0.036012296881862096,0.06586977469829762,0.0,1.0
9600 - 9700,0.5348009021283546,0.07156673114119923,0.12255018674136321,0.0,1.0
9700 - 9800,0.39202865584394014,0.04221635883905013,0.08908799533799533,0.0,0.75
9800 - 9900,0.47375107288670243,0.040783034257748776,0.07778624661246612,0.0,0.75
9900 - 10000,0.5511361368778281,0.03283369022127052,0.05536748198038521,0.0,1.0
