index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
2800 - 2900,0.2572643644319557,0.05802047781569966,0.47435897435897434,0.0,1.0
2900 - 3000,0.23932350289651527,0.05457746478873239,0.4098143958438076,0.0,1.0
3000 - 3100,0.2855630064091193,0.049019607843137254,0.5028240989779452,0.0,1.0
3100 - 3200,0.30609035564656195,0.05970149253731343,0.3464778810932657,0.0,1.0
3200 - 3300,0.2974695267719261,0.07003891050583658,0.4030970418470418,0.0,1.0
3300 - 3400,0.288833751384726,0.047683923705722074,0.42591089466089466,0.0,1.0
3400 - 3500,0.2910489123473718,0.04089581304771178,0.5464761904761904,0.0,1.0
3500 - 3600,0.27055936290640037,0.052689352360043906,0.5497431734931735,0.0,1.0
3600 - 3700,0.3850994390677488,0.03673938002296211,0.5283884893907935,0.0,1.0
3700 - 3800,0.22406653206206736,0.056878306878306875,0.5398895849165545,0.0,1.0
3800 - 3900,0.327686163752843,0.054817275747508304,0.38975087412587417,0.0,1.0
3900 - 4000,0.25553294233854185,0.02620967741935484,0.5764470010590161,0.0,1.0
4000 - 4100,0.2487799082024353,0.03472714386959603,0.6751409651193285,0.0,1.0
4100 - 4200,0.2916463343471448,0.03905447070914697,0.5788225154253862,0.0,1.0
4200 - 4300,0.3468776620761608,0.037422037422037424,0.5636173433048434,0.0,1.0
4300 - 4400,0.2863380638362321,0.0466786355475763,0.428416784453936,0.0,1.0
4400 - 4500,0.2852254152265725,0.0514820592823713,0.4405594405594406,0.0,1.0
4500 - 4600,0.22537743650329276,0.059805285118219746,0.5189401080945198,0.0,1.0
4600 - 4700,0.3329706796042639,0.05472636815920398,0.4853761622992392,0.0,1.0
4700 - 4800,0.15717192449788664,0.04405286343612335,0.5419095650266248,0.0,1.0
4800 - 4900,0.3256436991602153,0.02716336825766395,0.6666666666666666,0.0,1.0
4900 - 5000,0.19438239600847845,0.018383838383838384,0.9466666666666667,0.0,1.0
5000 - 5100,0.2648354589423533,0.03944954128440367,0.5102756892230578,0.0,1.0
5100 - 5200,0.26745682699439294,0.037243947858473,0.5194444444444445,0.0,1.0
5200 - 5300,0.2914327587966107,0.0411946446961895,0.49062881562881566,0.0,1.0
5300 - 5400,0.2603018712868395,0.03617363344051447,0.502251237186285,0.0,1.0
5400 - 5500,0.2197125084667437,0.0437636761487965,0.49906655844155845,0.0,1.0
5500 - 5600,0.27601945496882274,0.045121951219512194,0.5783831908831909,0.0,1.0
5600 - 5700,0.321227855020333,0.04785894206549118,0.5619027711419015,0.0,1.0
5700 - 5800,0.24368921466316368,0.05014749262536873,0.594338768115942,0.0,1.0
5800 - 5900,0.31543496801420834,0.053082191780821915,0.3652053075129998,0.0,1.0
5900 - 6000,0.21206619135362675,0.044238683127572016,0.5734008638420403,0.0,1.0
6000 - 6100,0.2922238417244532,0.0639386189258312,0.4121113091701328,0.0,1.0
6100 - 6200,0.20034118205463738,0.05534351145038168,0.4192099567099567,0.0,1.0
6200 - 6300,0.2622391438252134,0.055858310626702996,0.5124502045941675,0.0,1.0
6300 - 6400,0.32878230176998097,0.04775687409551375,0.45118362030126735,0.0,1.0
6400 - 6500,0.2136211578807235,0.0449438202247191,0.4594104308390023,0.0,1.0
6500 - 6600,0.31256988112057055,0.05891238670694864,0.4739443096585953,0.0,1.0
6600 - 6700,0.35139332155930725,0.05918367346938776,0.39404761904761904,0.0,1.0
6700 - 6800,0.39433354091333145,0.05249343832020997,0.5260093167701863,0.0,1.0
6800 - 6900,0.33257554345351026,0.07645875251509054,0.49722222222222223,0.0,1.0
6900 - 7000,0.27255658857871307,0.04964539007092199,0.46580977502030135,0.0,1.0
7000 - 7100,0.2649317408947778,0.06097560975609756,0.47116013071895424,0.0,1.0
7100 - 7200,0.30728356570579485,0.028050490883590462,0.6130744255744256,0.0,1.0
7200 - 7300,0.3327553170773783,0.035318559556786706,0.6512342066146414,0.0,1.0
7300 - 7400,0.401060284933155,0.035169988276670575,0.43354700854700856,0.0,1.0
7400 - 7500,0.3928592102725308,0.05826771653543307,0.46025641025641034,0.0,1.0
7500 - 7600,0.35273544017210323,0.05386740331491713,0.4186670475176021,0.0,1.0
7600 - 7700,0.40070469069278625,0.04302019315188762,0.49940220252720247,0.0,1.0
7700 - 7800,0.24536171166121348,0.04408352668213457,0.4563049879166691,0.0,1.0
7800 - 7900,0.22504561688290203,0.05845181674565561,0.5032504980601867,0.0,1.0
7900 - 8000,0.3125197971712865,0.0576,0.435272118530037,0.0,1.0
8000 - 8100,0.24396316824650607,0.05545927209705372,0.40062458908612764,0.0,1.0
8100 - 8200,0.3349409045404163,0.032450896669513236,0.44834586466165405,0.0,1.0
8200 - 8300,0.244906063546354,0.0407040704070407,0.5159125188536954,0.0,1.0
8300 - 8400,0.3156092465424811,0.08624229979466119,0.4105952380952381,0.0,1.0
8400 - 8500,0.21046894228861515,0.051580698835274545,0.46038676236044657,0.0,1.0
8500 - 8600,0.38310901643702067,0.07635009310986965,0.4970489205783324,0.0,1.0
8600 - 8700,0.31693880930160606,0.05075445816186557,0.4717914696242869,0.0,1.0
8700 - 8800,0.2895572409082413,0.047839506172839504,0.4466475653975654,0.0,1.0
8800 - 8900,0.3140159614529801,0.04462242562929062,0.47198879551820727,0.0,1.0
8900 - 9000,0.17636122078232563,0.050955414012738856,0.42208087558964746,0.0,1.0
9000 - 9100,0.22879937107863627,0.05239520958083832,0.4761245674740484,0.0,1.0
9100 - 9200,0.19686908893957297,0.05518018018018018,0.5338235294117646,0.0,1.0
9200 - 9300,0.3080028723157321,0.04404145077720207,0.5443055029261926,0.0,1.0
9300 - 9400,0.34682134591523406,0.048993875765529306,0.5978835978835978,0.0,1.0
9400 - 9500,0.28720049560085914,0.04694485842026826,0.6593073593073593,0.0,1.0
9500 - 9600,0.260460918218558,0.04599406528189911,0.4659155291075706,0.0,1.0
9600 - 9700,0.30046076349180545,0.05801526717557252,0.6058080808080808,0.0,1.0
9700 - 9800,0.27416231212184594,0.05625,0.4271771645721225,0.0,0.9
9800 - 9900,0.3335212966160575,0.031450577663671375,0.6004166666666666,0.0,1.0
9900 - 10000,0.18401301337796613,0.05027932960893855,0.49019607843137253,0.0,1.0
