index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
2800 - 2900,0.7127732419688408,0.0,0.16666666666666666,0.0,0.20689655172413793
2900 - 3000,0.5020521741519861,0.010135135135135136,0.3681227863046045,0.0,0.5555555555555556
3000 - 3100,0.7399918479508083,0.01020408163265306,0.5,0.0,0.3333333333333333
3100 - 3200,0.6170923113793226,0.018421052631578946,0.41428571428571426,0.0,0.6153846153846154
3200 - 3300,0.7198850660134855,0.0,0.3742857142857143,0.0,0.4117647058823529
3300 - 3400,0.6913887441438266,0.010135135135135136,0.39999999999999997,0.0,0.375
3400 - 3500,0.6429463246402537,0.03614457831325301,0.3565184815184815,0.03125,0.25
3500 - 3600,0.6478992521374703,0.0,0.24675324675324675,0.0,0.2222222222222222
3600 - 3700,0.6989974700578062,0.0033112582781456954,0.4,0.0,0.375
3700 - 3800,0.67403498129548,0.0045662100456621,0.0,0.0,0.35
3800 - 3900,0.6214921176281916,0.012121212121212121,0.32499999999999996,0.0,0.47058823529411764
3900 - 4000,0.5815304861091675,0.016835016835016835,0.36103896103896105,0.0,0.5
4000 - 4100,0.5197696840556074,0.025889967637540454,0.42424242424242425,0.0,0.5
4100 - 4200,0.7878254653208945,0.0,0.0,0.0,0.27586206896551724
4200 - 4300,0.842896638335334,0.00851063829787234,0.41666666666666663,0.0,0.4
4300 - 4400,0.725413213876394,0.014925373134328358,0.36250000000000004,0.0,0.35294117647058826
4400 - 4500,0.6475779836584027,0.007633587786259542,0.29714285714285715,0.0,0.5
4500 - 4600,0.720535189851907,0.0,0.3349206349206349,0.0,0.5
4600 - 4700,0.6540769287221717,0.003472222222222222,0.3066778900112233,0.0,0.4375
4700 - 4800,0.7451294709873324,0.006779661016949152,0.33626373626373635,0.0,0.35294117647058826
4800 - 4900,0.5842351302306644,0.0,0.3238095238095238,0.0,0.22580645161290322
4900 - 5000,0.8014615800853633,0.0,0.0,0.0,0.2222222222222222
5000 - 5100,0.7140312885563995,0.0,0.30952380952380953,0.0,0.3684210526315789
5100 - 5200,0.5354026082499698,0.0,0.37619047619047613,0.0,0.3125
5200 - 5300,0.6329880630993512,0.0,0.25,0.0,0.36
5300 - 5400,0.6822661900050783,0.0,0.24107142857142858,0.0,0.3333333333333333
5400 - 5500,0.635462030983406,0.0,0.23809523809523805,0.0,0.3333333333333333
5500 - 5600,0.7616470972922166,0.0,0.39375000000000004,0.0,0.35
5600 - 5700,0.8054917091947932,0.012195121951219513,0.45833333333333337,0.0,0.4375
5700 - 5800,0.7443142376370963,0.0028735632183908046,0.40499999999999997,0.0,0.6
5800 - 5900,0.7303276492132453,0.0,0.33571428571428574,0.0,0.3888888888888889
5900 - 6000,0.7680441735979686,0.020066889632107024,0.5,0.0,0.375
6000 - 6100,0.8699604562440428,0.012244897959183673,0.2,0.0,0.23529411764705882
6100 - 6200,0.6701803419492409,0.0,0.0,0.0,0.1111111111111111
6200 - 6300,0.6449331608907978,0.0,0.26666666666666666,0.0,0.3684210526315789
6300 - 6400,0.6979524395248943,0.0,0.31500000000000006,0.0,0.5
6400 - 6500,0.6970325876521197,0.028,0.4000000000000001,0.0,0.3888888888888889
6500 - 6600,0.7870323407380782,0.010416666666666666,0.3904761904761905,0.0,0.3888888888888889
6600 - 6700,0.6293536456660243,0.011029411764705883,0.25974025974025977,0.0,0.4117647058823529
6700 - 6800,0.6166090765959733,0.003484320557491289,0.3175565175565176,0.0,0.3684210526315789
6800 - 6900,0.6807542302672733,0.06140350877192982,0.3333333333333333,0.0,0.11320754716981132
6900 - 7000,1.0,0.0,0.375,0.0,0.18181818181818182
7000 - 7100,0.6922420517075171,0.026217228464419477,0.6,0.0,0.36363636363636365
7100 - 7200,0.6975420704312081,0.007246376811594203,0.5757575757575758,0.0,0.4
7200 - 7300,0.73834718301806,0.023972602739726026,0.35844155844155845,0.0,0.4375
7300 - 7400,0.8817026173237085,0.02849002849002849,0.4221938775510204,0.0,0.3333333333333333
7400 - 7500,0.48997157855741147,0.014577259475218658,0.40021645021645025,0.0,0.6428571428571429
7500 - 7600,0.6042936176473634,0.01384083044982699,0.39611992945326274,0.0,0.4375
7600 - 7700,0.7927293509105824,0.004098360655737705,0.14285714285714285,0.0,0.2222222222222222
7700 - 7800,0.6027133355019181,0.0,0.2916666666666667,0.0,0.2608695652173913
7800 - 7900,0.6841109490812102,0.0045045045045045045,0.3386243386243386,0.0,0.24
7900 - 8000,0.8554081398073192,0.003367003367003367,0.3666666666666667,0.0,0.375
8000 - 8100,0.7872853225058485,0.0,0.14285714285714285,0.0,0.2777777777777778
8100 - 8200,0.7240814977806278,0.0,0.38999999999999996,0.0,0.3888888888888889
8200 - 8300,0.7750688238877775,0.014577259475218658,0.5648351648351647,0.0,0.4117647058823529
8300 - 8400,0.6330863151793811,0.008658008658008658,0.20634920634920637,0.0,0.3333333333333333
8400 - 8500,0.5849005490003779,0.005,0.125,0.0,0.25925925925925924
8500 - 8600,0.5324867000474389,0.03323262839879154,0.21666666666666667,0.0,0.5333333333333333
8600 - 8700,0.7895982161508723,0.014035087719298246,0.3904761904761904,0.0,0.4117647058823529
8700 - 8800,0.8291096458741045,0.01486988847583643,0.4000000000000001,0.0,0.29411764705882354
8800 - 8900,0.5200548888459988,0.03292181069958848,0.09230769230769231,0.0,0.2962962962962963
8900 - 9000,0.8258027003859061,0.0,0.0,0.0,0.22857142857142856
9000 - 9100,0.7535078122341979,0.0049504950495049506,0.0,0.0,0.2916666666666667
9100 - 9200,0.6503059014091974,0.020080321285140562,0.5384615384615384,0.0,0.42857142857142855
9200 - 9300,0.6254546916624113,0.018796992481203006,0.4,0.0,0.5
9300 - 9400,0.7291306807488803,0.01107011070110701,0.32077922077922083,0.0,0.35294117647058826
9400 - 9500,0.802830555946382,0.007518796992481203,0.36250000000000004,0.0,0.35294117647058826
9500 - 9600,0.7696750487013471,0.0037313432835820895,0.3352380952380952,0.0,0.5
9600 - 9700,0.8694235382074039,0.01444043321299639,0.37333333333333335,0.0,0.3125
9700 - 9800,0.7335428736105817,0.010958904109589041,0.45095238095238105,0.0,0.5
9800 - 9900,0.7440577968878384,0.0053475935828877,0.27777777777777773,0.0,0.2903225806451613
9900 - 10000,0.8943446339650297,0.0,0.5,0.0,0.05660377358490566
