index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
2900 - 3000,0.3853742148004734,0.07119741100323625,0.037037037037037035,0.0,1.0
3000 - 3100,0.41757332594686447,0.05065123010130246,0.24285714285714283,0.0,1.0
3100 - 3200,0.4349000078694167,0.03561935140882509,0.5846153846153845,0.0,1.0
3200 - 3300,0.45371456783869146,0.05167173252279635,0.2282608695652174,0.0,1.0
3300 - 3400,0.4470873034241107,0.06515775034293553,0.26785714285714285,0.0,1.0
3400 - 3500,0.4127554248166351,0.04333868378812199,0.22425249169435216,0.0,1.0
3500 - 3600,0.40734045084688303,0.068,0.29276895943562614,0.0,1.0
3600 - 3700,0.4304566638226706,0.05124302384576357,0.18217377860235004,0.0,1.0
3700 - 3800,0.3905737005182441,0.032317297098788104,0.2968086295551084,0.0,1.0
3800 - 3900,0.3857380683753921,0.02926829268292683,0.24,0.0,1.0
3900 - 4000,0.34394757625901745,0.03826311263972485,0.1923469387755102,0.0,1.0
4000 - 4100,0.37928387822283294,0.047919957872564506,0.31875,0.0,1.0
4100 - 4200,0.501463239254558,0.03908285565398645,0.1673654786862334,0.0,1.0
4200 - 4300,0.35681232628960485,0.049951969260326606,0.0632183908045977,0.0,1.0
4300 - 4400,0.3466303296606252,0.03058994901675164,0.16593406593406593,0.0,1.0
4400 - 4500,0.4279941906991547,0.04200542005420054,0.5166666666666666,0.0,1.0
4500 - 4600,0.3975417615821197,0.04616763783056925,0.08921568627450979,0.0,1.0
4600 - 4700,0.34737660515348856,0.03835169318645451,0.24183006535947713,0.0,1.0
4700 - 4800,0.47244142725523086,0.05306685044796692,0.2976190476190476,0.0,1.0
4800 - 4900,0.37794613027559604,0.0679419525065963,0.2861869313482217,0.0,1.0
4900 - 5000,0.35068262578012593,0.08673026886383348,0.279669195798228,0.0,1.0
5000 - 5100,0.39951565100117814,0.04122843920908709,0.16589861751152074,0.0,1.0
5100 - 5200,0.537459104517077,0.043080236941303175,0.29143475572047,0.0,1.0
5200 - 5300,0.43917395651309515,0.04556589906908378,0.22153929020288468,0.0,1.0
5300 - 5400,0.45770121524777524,0.058146577831617204,0.3198186222379771,0.0,1.0
5400 - 5500,0.357135927504447,0.05156723963599596,0.20248868778280543,0.0,1.0
5500 - 5600,0.41602585235993483,0.05380894800483676,0.3074229691876751,0.0,1.0
5600 - 5700,0.31897596957712127,0.057125676488274206,0.11290322580645161,0.0,1.0
5700 - 5800,0.3860207541573879,0.06675567423230974,0.24242424242424243,0.0,1.0
5800 - 5900,0.4347357960399897,0.06552901023890785,0.19821787457446371,0.0,1.0
5900 - 6000,0.39422752854568704,0.06512890094979647,0.4545454545454546,0.0,1.0
6000 - 6100,0.40298520379246233,0.05201992252351965,0.16135758651286602,0.0,1.0
6100 - 6200,0.33917892599987104,0.06349206349206349,0.15090090090090091,0.0,1.0
6200 - 6300,0.35840699381743474,0.03526255270218474,0.11636363636363636,0.0,1.0
6300 - 6400,0.38127891350586673,0.05112960760998811,0.18114697802197802,0.0,1.0
6400 - 6500,0.3815915544158977,0.05045045045045045,0.2380952380952381,0.0,1.0
6500 - 6600,0.3579240701179476,0.06746712407089765,0.0995959595959596,0.0,1.0
6600 - 6700,0.39097166303273045,0.072992700729927,0.24627192982456142,0.0,1.0
6700 - 6800,0.3717717425026833,0.05748434832100171,0.24549918166939444,0.0,1.0
6800 - 6900,0.46117536210098414,0.07465135356849877,0.4090909090909091,0.0,1.0
6900 - 7000,0.40133807908398156,0.04543080939947781,0.17190803382663847,0.0,1.0
7000 - 7100,0.4048601978384829,0.07236335642802155,0.3235581622678397,0.0,1.0
7100 - 7200,0.3830967382898696,0.07887579329102448,0.189866605158959,0.0,1.0
7200 - 7300,0.3827115199259766,0.05128205128205128,0.24603174603174605,0.0,1.0
7300 - 7400,0.3865321374896744,0.032441200324412,0.2055823939881911,0.0,1.0
7400 - 7500,0.43140309837492,0.038804638715432646,0.2017438206954336,0.0,1.0
7500 - 7600,0.4685182894431131,0.077834179357022,0.27413770125592585,0.0,1.0
7600 - 7700,0.3832226301572082,0.06985871271585557,0.3418055555555556,0.0,1.0
7700 - 7800,0.33121953901673584,0.05088622069754145,0.16686046511627906,0.0,1.0
7800 - 7900,0.34642875451922833,0.06853352984524687,0.353494623655914,0.0,1.0
7900 - 8000,0.4502471791015969,0.06438068579426172,0.140625,0.0,1.0
8000 - 8100,0.42816502358533387,0.049244543928371576,0.2576568858427929,0.0,1.0
8100 - 8200,0.3905212793086929,0.045454545454545456,0.19067028985507248,0.0,1.0
8200 - 8300,0.43403133793989834,0.02274035693724813,0.08184281842818428,0.0,1.0
8300 - 8400,0.3786209737328521,0.06719085060757685,0.23118279569892475,0.0,1.0
8400 - 8500,0.385637219289237,0.04260411680229775,0.1724137931034483,0.0,1.0
8500 - 8600,0.40490040442839187,0.050511124473842456,0.24106280193236715,0.0,1.0
8600 - 8700,0.3997167223302971,0.04683342203299627,0.08384615384615385,0.0,1.0
8700 - 8800,0.4201027557385035,0.044532409698169226,0.10628205128205129,0.0,1.0
8800 - 8900,0.40189856869859286,0.07799671592775041,0.36363636363636365,0.0,0.75
8900 - 9000,0.3708455896822605,0.046532438478747204,0.09523809523809523,0.0,1.0
9000 - 9100,0.43548361729965424,0.049493813273340834,0.2064102564102564,0.0,1.0
9100 - 9200,0.43051072912278265,0.04473386183465459,0.3568181818181818,0.0,1.0
9200 - 9300,0.36494501563155823,0.05745062836624776,0.2115384615384615,0.0,1.0
9300 - 9400,0.3308855819628782,0.0911660777385159,0.1991869918699187,0.0,1.0
9400 - 9500,0.5112950206267695,0.04745568896512293,0.17535353535353534,0.0,1.0
9500 - 9600,0.4287925152848815,0.02340290955091714,0.14102564102564102,0.0,1.0
9600 - 9700,0.4732900251562397,0.055,0.19074296385220757,0.0,1.0
9700 - 9800,0.4501543985327578,0.03275620028076743,0.27860006167129203,0.0,1.0
9800 - 9900,0.44721350187588693,0.05181347150259067,0.22439786725501007,0.0,1.0
9900 - 10000,0.39206849389147547,0.05181058495821727,0.284324802181945,0.0,1.0
