index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
2700 - 2800,0.7195745934384296,0.015068932350112215,0.7121347402597402,0.0,1.0
2800 - 2900,0.3278237714212696,0.027645376549094377,0.6167369901547118,0.0,1.0
2900 - 3000,0.42517153394650387,0.016257350397786235,0.6784405492516228,0.0,1.0
3000 - 3100,0.6740664539222505,0.01915240423797881,0.7598824786324786,0.0,1.0
3100 - 3200,0.6528909110396243,0.015258547612319864,0.6702889991337899,0.0,1.0
3200 - 3300,0.6453608586856865,0.012713722051731697,0.6826923076923078,0.0,1.0
3300 - 3400,0.6389740754485415,0.023177570093457944,0.6778021978021977,0.0,1.0
3400 - 3500,0.6730803936188778,0.014570795058599937,0.705762987012987,0.0,1.0
3500 - 3600,0.5138980398755972,0.36608863198458574,0.23076923076923078,0.0,0.7777777777777778
3600 - 3700,0.48161306444023083,0.20427236315086783,0.4645593869731801,0.0,0.75
3700 - 3800,0.6488505870956367,0.2598870056497175,0.0,0.0,0.5
3800 - 3900,0.5140313895455358,0.2845659163987138,0.4583333333333333,0.0,1.0
3900 - 4000,0.42386060506746714,0.22727272727272727,0.463768115942029,0.0,0.75
4000 - 4100,0.5673169201445157,0.012162440733869306,0.6447811447811448,0.0,1.0
4100 - 4200,0.6759356943511036,0.006464646464646465,0.6683333333333334,0.0,1.0
4200 - 4300,0.4930746637192934,0.007070707070707071,0.81,0.0,1.0
4300 - 4400,0.6586272913650593,0.006060606060606061,0.6639999999999999,0.0,1.0
4400 - 4500,0.549390343697937,0.02268041237113402,0.4041758241758243,0.0,1.0
4500 - 4600,0.5402879326607375,0.08799048751486326,0.7498110355253215,0.0,1.0
4600 - 4700,0.562686114314153,0.25412541254125415,0.5555555555555555,0.0,0.875
4700 - 4800,0.42274336193748463,0.0440771349862259,0.6185869565217391,0.0,1.0
4800 - 4900,0.7742418499873316,0.29310344827586204,0.19444444444444442,0.0,0.4444444444444444
4900 - 5000,0.7135703665335803,0.2681660899653979,0.1,0.0,0.4444444444444444
5000 - 5100,0.5644940122735825,0.17755856966707767,0.3548387096774194,0.0,0.625
5100 - 5200,0.458334332896815,0.33727810650887574,0.0,0.0,0.6
5200 - 5300,0.44864675427535894,0.2754777070063694,0.42857142857142855,0.0,0.875
5300 - 5400,0.39533723007723975,0.2786885245901639,0.2225,0.0,0.7777777777777778
5400 - 5500,0.5842498042985812,0.33852140077821014,0.0,0.0,0.5555555555555556
5500 - 5600,0.4120888287510541,0.23241206030150754,0.48275862068965514,0.14285714285714285,1.0
5600 - 5700,0.6991237374873355,0.3163841807909605,0.0,0.0,0.5
5700 - 5800,0.6642612789018458,0.3301707779886148,0.0,0.0,0.5555555555555556
5800 - 5900,1.0,0.46588235294117647,0.0,0.0,0.2727272727272727
5900 - 6000,0.6146463177351129,0.1423948220064725,0.37362637362637363,0.0,1.0
6000 - 6100,0.4678595107349905,0.18758815232722145,0.5203671328671329,0.0,1.0
6100 - 6200,0.41030548436996916,0.25337331334332835,0.5458937198067633,0.125,0.75
6200 - 6300,0.7470379119928147,0.3359073359073359,0.0,0.0,0.4444444444444444
6300 - 6400,0.6818584001744376,0.24958677685950414,0.2785714285714286,0.0,0.6666666666666666
6400 - 6500,0.773416379756949,0.20577617328519857,0.5367816091954024,0.0,0.6666666666666666
6500 - 6600,0.38685214606206947,0.17647058823529413,0.25490196078431376,0.25,0.875
6600 - 6700,0.6374759967541161,0.17851500789889416,0.46031746031746035,0.0,0.5
6700 - 6800,0.3503134408588653,0.05921416712783619,0.5654365079365078,0.0,1.0
6800 - 6900,0.3989299141296334,0.16939078751857356,0.39941520467836256,0.0,0.875
6900 - 7000,0.4557135373098173,0.22566371681415928,0.425,0.0,0.75
7000 - 7100,0.6735254509443656,0.16201117318435754,0.5333333333333333,0.0,0.5555555555555556
7100 - 7200,0.31133893000946006,0.05865102639296188,0.7345454545454546,0.0,1.0
7200 - 7300,0.709310854853311,0.32950191570881227,0.0,0.0,0.4444444444444444
7300 - 7400,0.44537052122767073,0.22712418300653595,0.2013888888888889,0.0,1.0
7400 - 7500,0.30715560600304803,0.14165261382799327,0.5295238095238096,0.08333333333333333,0.75
7500 - 7600,0.32640563884558904,0.0,0.1,0.058823529411764705,0.5882352941176471
7600 - 7700,0.2655372327170886,0.0,0.20833333333333334,0.0,0.3333333333333333
7700 - 7800,0.5637991812405648,0.005235602094240838,0.27142857142857146,0.0,0.3333333333333333
7800 - 7900,0.756962148567148,0.0,0.3244444444444444,0.0,0.3125
7900 - 8000,0.7411531395449322,0.0036900369003690036,0.39393939393939387,0.0,0.23529411764705882
8000 - 8100,0.8347402379744249,0.0,0.2644444444444444,0.0,0.35294117647058826
8100 - 8200,0.4051773221510119,0.04329004329004329,0.0,0.0,0.2222222222222222
8200 - 8300,0.32363472631615287,0.004878048780487805,0.25535714285714284,0.0,0.35
8300 - 8400,0.3060470713420611,0.0,0.2,0.05263157894736842,0.42105263157894735
8400 - 8500,0.5790126635791403,0.004016064257028112,0.1388888888888889,0.05555555555555555,0.4444444444444444
8500 - 8600,0.39320187855993244,0.0,0.5,0.0,0.3888888888888889
8600 - 8700,0.32168691428651086,0.0,0.0,0.0,0.38095238095238093
8700 - 8800,0.7834449238720917,0.0,0.0,0.0,0.19047619047619047
8800 - 8900,0.2915562954887333,0.0,0.0,0.0,0.3
8900 - 9000,0.33381250059347517,0.0,0.3333333333333333,0.0,0.3333333333333333
9000 - 9100,0.2894843467154522,0.009433962264150943,0.44166666666666665,0.0,0.42857142857142855
9100 - 9200,0.5691681224909719,0.0,0.0,0.0,0.42105263157894735
9200 - 9300,0.3813775702930369,0.0,0.0,0.0,0.4444444444444444
9300 - 9400,0.5022365233019306,0.0034965034965034965,0.3796296296296296,0.0,0.4375
9400 - 9500,0.3372580021497494,0.007518796992481203,0.43939393939393945,0.0,0.875
9500 - 9600,0.28578905210701094,0.0036991368680641184,0.48381149848541155,0.0,1.0
9600 - 9700,0.24716538319886316,0.0029455081001472753,0.376955932955933,0.0,1.0
9700 - 9800,0.31212466811168205,0.011363636363636364,0.3355311355311355,0.0,0.5333333333333333
9800 - 9900,0.29314105565471865,0.009900990099009901,0.34136904761904757,0.0,0.5
9900 - 10000,0.412266451245999,0.0,0.2615384615384616,0.0,0.3684210526315789
