index,temporal_dependency,parallel_activity_ratio,long_term_dependencies,activity_appearance_rate,unique_paths_ratio
7700 - 7800,0.402476761645369,0.012578616352201259,0.16666666666666666,0.0,0.27586206896551724
7800 - 7900,0.401857849503438,0.013245033112582781,0.16666666666666666,0.0,0.22580645161290322
7900 - 8000,0.4517947827012939,0.0,0.0,0.0,0.20689655172413793
8000 - 8100,0.38948101109666533,0.006711409395973154,0.16666666666666666,0.0,0.16129032258064516
8100 - 8200,0.4827257614045287,0.0,0.0,0.0,0.13793103448275862
8200 - 8300,0.5422886292642097,0.005681818181818182,0.16666666666666666,0.0,0.24
8300 - 8400,0.62157493078109,0.005747126436781609,0.0,0.0,0.23076923076923078
8400 - 8500,0.4118317640437169,0.006578947368421052,0.5,0.0,0.2413793103448276
8500 - 8600,0.4601161924741377,0.013157894736842105,0.2,0.0,0.2
8600 - 8700,0.42338615331648843,0.005952380952380952,0.27777777777777773,0.0,0.2222222222222222
8700 - 8800,0.5559938246492002,0.0,0.16666666666666666,0.0,0.23076923076923078
8800 - 8900,0.34925479530740144,0.013333333333333334,0.16666666666666666,0.0,0.22580645161290322
8900 - 9000,0.4225992119559962,0.017857142857142856,0.16666666666666666,0.0,0.2857142857142857
9000 - 9100,0.38433683340800245,0.006535947712418301,0.0,0.0,0.20689655172413793
9100 - 9200,0.42852453289076525,0.0,0.16666666666666666,0.0,0.21428571428571427
9200 - 9300,0.4395754458545089,0.005952380952380952,0.16666666666666666,0.0,0.25
9300 - 9400,0.4710968719037524,0.006944444444444444,0.0,0.0,0.16129032258064516
9400 - 9500,0.4223060296609988,0.006211180124223602,0.0,0.0,0.21428571428571427
9500 - 9600,0.4060515525306659,0.03289473684210526,0.16666666666666666,0.0,0.16666666666666666
9600 - 9700,0.5175352192591314,0.0,0.16666666666666666,0.0,0.23076923076923078
9700 - 9800,0.5194485070812899,0.0,0.0,0.0,0.21428571428571427
9800 - 9900,0.4990784205961039,0.006172839506172839,0.0,0.0,0.17857142857142858
9900 - 10000,0.23216263826400438,0.019230769230769232,0.16666666666666666,0.0,0.24242424242424243
